Away,AQ1,AQ2,AQ3,AQ4,AOT1,AOT2,Away_Final,Home,HQ1,HQ2,HQ3,HQ4,HOT1,HOT2,Home_Final,Date,Q1M,Q2M,Q3M,FinalMargin,FinalTotal,HomeMargin,AwayELO,HomeELO,Season,Week,Playoffs,AwayBye,HomeBye,Intraconference,Intradivision,TravelDist
Broncos,3,14,7,13,0,0,37,Jets,7,6,3,12,0,0,28,202004,-4,4,8,9,65,-9,1441.00877789457,1399.87669635512,2020,4,0,0,0,1,0,1627
Ravens,7,14,7,3,0,0,31,Washington,0,10,0,7,0,0,17,202004,7,11,18,14,48,-14,1640.39976549606,1366.80074044206,2020,4,0,0,0,0,0,35
Bills,7,3,0,6,0,0,16,Titans,7,14,7,14,0,0,42,202005,0,11,18,26,58,26,1571.02516200851,1620.48942320618,2020,5,0,0,1,1,0,626
Chargers,6,14,0,7,0,0,27,Saints,3,7,3,14,3,0,30,202005,-3,-10,-7,3,57,3,1435.93505384011,1580.01645936101,2020,5,0,0,0,0,0,1669
Vikings,7,6,6,7,0,0,26,Seahawks,0,0,21,6,0,0,27,202005,-7,-13,2,1,53,1,1532.15355495981,1620.25709136902,2020,5,0,0,0,1,0,1391
Giants,14,6,3,11,0,0,34,Cowboys,3,21,7,6,0,0,37,202005,-11,4,8,3,71,3,1342.1895863219,1479.17876130096,2020,5,0,0,0,1,1,1370
Colts,7,3,10,3,0,0,23,Browns,3,17,7,5,0,0,32,202005,-4,10,7,9,55,9,1543.94516814976,1492.60397980788,2020,5,0,0,0,1,0,262
Dolphins,14,16,7,6,0,0,43,49ers,0,7,10,0,0,0,17,202005,14,23,20,26,60,-26,1420.61804106515,1584.57159672968,2020,5,0,0,0,0,0,2590
Jaguars,0,7,0,7,0,0,14,Texans,0,10,3,17,0,0,30,202005,0,3,6,16,44,16,1389.86194609942,1455.30411746986,2020,5,0,0,0,1,1,820
Bengals,0,0,0,3,0,0,3,Ravens,10,7,3,7,0,0,27,202005,10,17,20,24,30,24,1386.20549114455,1651.84394975688,2020,5,0,0,0,1,1,419
Eagles,7,7,8,7,0,0,29,Steelers,7,10,14,7,0,0,38,202005,0,3,9,9,67,9,1491.10557763337,1556.66561724169,2020,5,0,0,1,0,0,257
Cardinals,7,10,7,6,0,0,30,Jets,0,3,7,0,0,0,10,202005,7,14,14,20,40,-20,1442.34222141897,1375.00164241102,2020,5,0,0,0,0,0,2139
Raiders,3,21,0,16,0,0,40,Chiefs,7,17,0,8,0,0,32,202005,-4,0,0,8,72,-8,1452.72993611537,1730.03968436867,2020,5,0,0,0,1,1,1140
Panthers,3,17,0,3,0,0,23,Falcons,7,0,3,6,0,0,16,202005,-4,13,10,7,39,-7,1434.73694630625,1470.64407733118,2020,5,0,0,0,1,1,226
Buccaneers,10,3,3,3,0,0,19,Bears,0,14,0,6,0,0,20,202005,-10,1,-2,1,39,1,1545.93378393067,1530.62637113269,2020,5,0,0,0,1,0,1004
Rams,6,14,3,7,0,0,30,Washington,7,3,0,0,0,0,10,202005,-1,10,13,20,40,-20,1581.20920197957,1355.35655618124,2020,5,0,0,0,1,0,2294
Cardinals,0,21,7,10,0,0,38,Cowboys,0,3,0,7,0,0,10,202006,0,18,25,28,48,-28,1472.55020944108,1485.22691304373,2020,6,0,0,0,1,0,884
Chiefs,7,6,7,6,0,0,26,Bills,3,7,0,7,0,0,17,202006,4,3,10,9,43,-9,1684.36430620528,1549.66016847695,2020,6,0,0,0,1,0,858
Rams,0,6,3,7,0,0,16,49ers,7,14,0,3,0,0,24,202006,7,15,12,8,40,8,1597.3096070845,1526.53367561631,2020,6,0,0,0,1,1,347
Packers,10,0,0,0,0,0,10,Buccaneers,0,28,10,0,0,0,38,202006,-10,18,28,28,48,28,1652.4975766358,1540.11834917907,2020,6,0,1,0,1,0,1185
Jets,0,0,0,0,0,0,0,Dolphins,7,14,3,0,0,0,24,202006,7,21,24,24,24,24,1344.79365438891,1478.65596217852,2020,6,0,0,0,1,1,1091
Bears,7,6,7,3,0,0,23,Panthers,3,3,0,10,0,0,16,202006,4,7,14,7,39,-7,1536.44180588429,1462.68854971517,2020,6,0,0,0,1,0,586
Lions,7,10,7,10,0,0,34,Jaguars,3,0,7,6,0,0,16,202006,4,14,14,18,50,-18,1390.65196560641,1372.71070337717,2020,6,0,1,0,0,0,832
Ravens,14,3,7,6,0,0,30,Eagles,0,0,6,22,0,0,28,202006,14,17,18,2,58,-2,1659.1047150535,1477.1736944113,2020,6,0,0,0,0,0,89
Washington,0,10,0,9,0,0,19,Giants,10,3,0,7,0,0,20,202006,10,3,3,1,39,1,1339.25615107631,1336.14143457913,2020,6,0,0,0,1,1,204
Broncos,6,6,6,0,0,0,18,Patriots,0,3,0,9,0,0,12,202006,6,9,15,6,30,-6,1465.88383183867,1578.17954497318,2020,6,0,1,1,1,0,1769
Falcons,10,10,10,10,0,0,40,Vikings,0,0,7,16,0,0,23,202006,10,20,23,17,63,-17,1442.69247392226,1528.35727415949,2020,6,0,0,0,1,0,908
Bengals,14,10,3,0,0,0,27,Colts,0,21,0,10,0,0,31,202006,-14,-3,-6,4,58,4,1378.94472584793,1521.96056403671,2020,6,0,0,0,1,0,99
Texans,0,10,13,13,0,0,36,Titans,14,7,0,15,6,0,42,202006,14,11,-2,6,78,6,1472.45536019211,1641.85441673774,2020,6,0,0,0,1,1,665
Browns,0,7,0,0,0,0,7,Steelers,10,14,7,7,0,0,38,202006,10,17,24,31,45,31,1514.58858392093,1570.59750046376,2020,6,0,0,0,1,1,114
Seahawks,10,17,0,7,0,0,34,Cardinals,7,10,7,10,3,0,37,202007,-3,-10,-3,3,71,3,1624.05337216934,1515.13196753093,2020,7,0,1,0,1,1,1114
Jaguars,0,14,15,0,0,0,29,Chargers,9,7,20,3,0,0,39,202007,9,2,7,10,68,10,1338.57216644705,1430.0902579802,2020,7,0,0,1,1,0,2143
49ers,7,16,7,3,0,0,33,Patriots,0,3,3,0,0,0,6,202007,7,20,24,27,39,-27,1548.92996436037,1547.06361275549,2020,7,0,0,0,0,0,2698
Chiefs,10,14,6,13,0,0,43,Broncos,6,3,0,7,0,0,16,202007,4,15,21,27,59,-27,1702.26445864308,1496.99976405636,2020,7,0,0,0,1,1,556
Buccaneers,7,14,3,21,0,0,45,Raiders,7,3,7,3,0,0,20,202007,0,11,7,25,65,-25,1579.19656905067,1498.40531427875,2020,7,0,0,1,0,0,1985
Packers,7,14,7,7,0,0,35,Texans,0,0,7,13,0,0,20,202007,7,21,21,15,55,-15,1613.4193567642,1465.21073891014,2020,7,0,0,0,0,0,1095
Bears,0,3,0,7,0,0,10,Rams,7,3,14,0,0,0,24,202007,7,7,21,14,34,14,1556.6321075484,1574.91331834044,2020,7,0,0,0,1,0,1741
Bills,0,6,6,6,0,0,18,Jets,3,7,0,0,0,0,10,202007,-3,-4,2,8,28,-8,1531.76001603915,1330.53824400065,2020,7,0,0,0,1,1,292
Panthers,3,14,7,0,0,0,24,Saints,7,14,3,3,0,0,27,202007,4,4,0,3,51,3,1442.49824805106,1585.86125522092,2020,7,0,0,1,1,1,648
Steelers,7,17,3,0,0,0,27,Titans,0,7,10,7,0,0,24,202007,7,17,10,3,51,-3,1592.44766164432,1649.09903801971,2020,7,0,0,0,1,0,471
Browns,3,7,7,20,0,0,37,Bengals,7,10,3,14,0,0,34,202007,-4,-7,-3,3,71,-3,1492.73842274037,1372.12404420204,2020,7,0,0,0,1,1,217
Lions,7,3,3,10,0,0,23,Falcons,0,14,0,8,0,0,22,202007,7,-4,-1,1,45,-1,1424.79050253653,1486.39220835644,2020,7,0,0,0,1,0,597
Giants,7,0,7,7,0,0,21,Eagles,7,3,0,12,0,0,22,202007,0,3,-4,1,43,1,1341.69494641027,1470.12603381604,2020,7,0,0,0,1,1,80
Cowboys,3,0,0,0,0,0,3,Washington,9,13,0,3,0,0,25,202007,6,19,19,22,28,22,1442.64515495388,1333.70263924517,2020,7,0,0,0,1,1,1181
Buccaneers,3,3,9,10,0,0,25,Giants,7,7,3,6,0,0,23,202008,-4,-8,-2,2,48,-2,1610.07607135671,1338.54469006919,2020,8,0,0,0,1,0,1004
Cowboys,3,6,0,0,0,0,9,Eagles,7,0,8,8,0,0,23,202008,4,-2,6,14,32,14,1406.62611366241,1473.27629015712,2020,8,0,0,0,1,1,1297
49ers,0,7,0,20,0,0,27,Seahawks,6,7,14,10,0,0,37,202008,6,6,20,10,64,10,1589.40274157226,1608.12929477159,2020,8,0,0,0,1,1,679
Saints,3,7,6,7,3,0,26,Bears,3,10,0,10,0,0,23,202008,0,-3,3,3,49,-3,1591.72641194941,1536.67675272182,2020,8,0,0,0,1,0,832
Chargers,0,14,10,6,0,0,30,Broncos,3,0,7,21,0,0,31,202008,3,-11,-14,1,61,1,1443.02268213143,1477.67615404928,2020,8,0,0,0,1,1,830
Steelers,7,0,14,7,0,0,28,Ravens,7,10,0,7,0,0,24,202008,0,-10,4,4,52,-4,1612.05997559806,1666.15237564876,2020,8,0,0,1,1,1,196
Rams,7,3,0,7,0,0,17,Dolphins,7,21,0,0,0,0,28,202008,0,18,18,11,45,11,1594.86867316702,1492.91137256678,2020,8,0,0,1,0,0,2335
Jets,3,6,0,0,0,0,9,Chiefs,14,7,7,7,0,0,35,202008,11,12,19,26,44,26,1317.56804504341,1721.58806865016,2020,8,0,0,0,1,0,1093
Colts,0,20,0,21,0,0,41,Lions,7,0,7,7,0,0,21,202008,-7,13,6,20,62,-20,1528.7812456826,1434.71254802019,2020,8,0,1,0,0,0,240
Raiders,0,6,0,10,0,0,16,Browns,0,3,3,0,0,0,6,202008,0,3,0,10,22,-10,1467.52581197271,1504.11351694164,2020,8,0,0,0,1,0,1825
Titans,0,7,0,13,0,0,20,Bengals,3,14,0,14,0,0,31,202008,3,10,10,11,51,11,1629.48672406597,1360.74895000077,2020,8,0,0,0,1,0,243
Patriots,0,6,8,7,0,0,21,Bills,7,0,7,10,0,0,24,202008,7,1,0,3,45,3,1506.5908355436,1544.73021499639,2020,8,0,0,0,1,1,404
Falcons,6,10,3,6,0,0,25,Panthers,7,7,3,0,0,0,17,202008,-1,2,2,8,42,-8,1476.47016287278,1436.63309132257,2020,8,0,0,0,1,1,226
Vikings,7,7,14,0,0,0,28,Packers,7,7,0,8,0,0,22,202008,0,0,14,6,50,-6,1484.65753972531,1633.85621251549,2020,8,0,1,0,1,1,259
Texans,10,10,7,0,0,0,27,Jaguars,7,9,3,6,0,0,25,202009,3,4,8,2,52,-2,1444.77388315885,1325.63974229582,2020,9,0,1,1,1,1,820
Patriots,7,3,7,13,0,0,30,Jets,3,17,7,0,0,0,27,202009,4,-10,-10,3,57,-3,1497.16820497424,1314.1461585763,2020,9,0,0,0,1,1,181
Saints,14,17,0,7,0,0,38,Buccaneers,0,0,0,3,0,0,3,202009,14,31,31,35,41,-35,1606.05106190165,1614.76542942648,2020,9,0,0,0,1,1,480
Dolphins,14,10,0,10,0,0,34,Cardinals,7,10,14,0,0,0,31,202009,7,7,-7,3,65,-3,1520.8633093731,1531.05604492868,2020,9,0,0,1,0,0,1978
Steelers,0,9,0,15,0,0,24,Cowboys,3,10,6,0,0,0,19,202009,-3,-4,-10,5,43,-5,1634.68975897068,1390.31836659134,2020,9,0,0,0,0,0,1069
Raiders,7,7,14,3,0,0,31,Chargers,0,17,3,6,0,0,26,202009,7,-3,8,5,57,-5,1499.81377495712,1438.24305386408,2020,9,0,0,0,1,1,228
Giants,10,10,3,0,0,0,23,Washington,0,3,7,10,0,0,20,202009,10,17,13,3,43,-3,1333.85533199942,1369.72168053664,2020,9,0,0,1,1,1,204
Lions,0,10,0,10,0,0,20,Vikings,13,7,7,7,0,0,34,202009,13,10,17,14,54,14,1407.17252758018,1518.04441491758,2020,9,0,0,0,1,1,542
Panthers,7,10,0,14,0,0,31,Chiefs,3,10,7,13,0,0,33,202009,-4,-4,3,2,64,2,1412.79968893975,1725.00995511727,2020,9,0,0,0,0,0,801
Ravens,7,0,7,10,0,0,24,Colts,7,3,0,0,0,0,10,202009,0,-3,4,14,34,-14,1643.52259227614,1556.32126612261,2020,9,0,0,0,1,0,509
Bears,0,0,0,17,0,0,17,Titans,3,7,7,7,0,0,24,202009,3,10,17,7,41,7,1522.35210276958,1587.66125061666,2020,9,0,0,0,0,0,395
Seahawks,0,10,10,14,0,0,34,Bills,14,10,3,17,0,0,44,202009,14,14,7,10,78,10,1625.76774006447,1554.15284556575,2020,9,0,0,0,0,0,2110
Broncos,0,3,3,21,0,0,27,Falcons,10,10,7,7,0,0,34,202009,10,17,21,7,61,7,1482.45578231663,1500.3035652556,2020,9,0,0,0,0,0,1209
Packers,7,14,10,3,0,0,34,49ers,3,0,0,14,0,0,17,202009,4,18,28,17,51,-17,1600.46933732322,1571.76429627938,2020,9,0,0,0,1,0,1834
Vikings,7,0,6,6,0,0,19,Bears,3,3,7,0,0,0,13,202010,4,1,0,6,32,-6,1531.41038821575,1509.75665172967,2020,10,0,0,0,1,1,355
Ravens,0,10,7,0,0,0,17,Patriots,0,13,10,0,0,0,23,202010,0,3,6,6,40,6,1668.62169876935,1506.02024608328,2020,10,0,0,0,1,0,350
Bengals,0,7,0,3,0,0,10,Steelers,12,10,7,7,0,0,36,202010,12,15,22,26,46,26,1402.57442345008,1643.39037637379,2020,10,0,1,0,1,1,252
49ers,7,3,0,3,0,0,13,Saints,0,17,0,10,0,0,27,202010,-7,7,7,14,40,14,1539.31676960145,1650.87926788489,2020,10,0,0,0,1,0,1921
Seahawks,7,6,0,3,0,0,16,Rams,10,7,6,0,0,0,23,202010,3,4,10,7,39,7,1601.25860916653,1566.9167363607,2020,10,0,0,1,1,1,960
Bills,7,9,7,7,0,0,30,Cardinals,3,6,17,6,0,0,32,202010,-4,-7,3,2,62,2,1578.66197646369,1513.64370732358,2020,10,0,0,0,0,0,1902
Chargers,0,7,7,7,0,0,21,Dolphins,14,3,3,9,0,0,29,202010,14,10,6,8,50,8,1420.12036465032,1538.2756469782,2020,10,0,0,0,1,0,2335
Buccaneers,7,10,12,17,0,0,46,Panthers,14,3,0,6,0,0,23,202010,-7,0,12,23,69,-23,1569.93722344324,1410.88000686733,2020,10,0,0,0,1,1,511
Eagles,3,0,14,0,0,0,17,Giants,7,7,7,6,0,0,27,202010,4,11,4,10,44,10,1489.58403722819,1352.48780288035,2020,10,0,1,0,1,1,80
Jaguars,3,7,7,3,0,0,20,Packers,0,17,0,7,0,0,24,202010,-3,7,0,4,44,4,1316.57471276122,1632.91686400115,2020,10,0,0,0,0,0,1039
Washington,3,0,7,17,0,0,27,Lions,7,10,7,6,0,0,30,202010,4,14,14,3,57,3,1351.08920965571,1393.80655428201,2020,10,0,0,0,1,0,394
Texans,0,0,0,7,0,0,7,Browns,3,0,0,7,0,0,10,202010,3,3,3,3,17,3,1453.83891269345,1471.82555395723,2020,10,0,0,1,1,0,1113
Colts,3,10,14,7,0,0,34,Titans,7,10,0,0,0,0,17,202010,-4,-4,10,17,51,-17,1531.2221596294,1600.25670165657,2020,10,0,0,0,1,1,251
Broncos,3,3,0,6,0,0,12,Raiders,7,3,10,17,0,0,37,202010,4,4,14,25,49,25,1467.10604989893,1517.93646417088,2020,10,0,0,0,1,1,604
Dolphins,7,3,0,3,0,0,13,Broncos,7,6,7,0,0,0,20,202011,0,3,10,7,33,7,1548.7580086419,1446.10742152511,2020,11,0,0,0,1,0,1724
Rams,7,10,7,3,0,0,27,Buccaneers,0,14,3,7,0,0,24,202011,7,3,7,3,51,-3,1585.62033153479,1592.35974491252,2020,11,0,0,0,1,0,2149
Chiefs,7,7,7,14,0,0,35,Raiders,14,3,0,14,0,0,31,202011,-7,-3,4,4,66,-4,1726.92963718969,1538.9350925447,2020,11,0,1,0,1,1,1140
Cowboys,6,10,0,15,0,0,31,Vikings,7,0,7,14,0,0,28,202011,-1,9,2,3,59,-3,1381.61774918823,1553.72434886032,2020,11,0,1,0,1,0,863
Packers,7,21,0,3,0,0,31,Colts,7,7,11,6,3,0,34,202011,0,-14,-3,3,65,3,1635.66526227718,1573.31905669935,2020,11,0,0,0,0,0,341
Jets,6,0,13,9,0,0,28,Chargers,7,17,7,3,0,0,34,202011,1,18,12,6,62,6,1305.29411746726,1409.63800298662,2020,11,0,1,0,1,0,2445
Patriots,7,3,7,3,0,0,20,Texans,7,14,3,3,0,0,27,202011,0,11,7,7,47,7,1531.95706079262,1443.61142640094,2020,11,0,0,0,1,0,1597
Cardinals,0,7,7,7,0,0,21,Seahawks,7,9,7,5,0,0,28,202011,7,9,9,7,49,7,1524.63049912751,1582.55501399244,2020,11,0,0,0,1,1,1114
Steelers,0,17,0,10,0,0,27,Jaguars,3,0,0,0,0,0,3,202011,-3,14,14,24,30,-24,1651.88241082075,1313.82631448519,2020,11,0,0,0,1,0,704
Lions,0,0,0,0,0,0,0,Panthers,7,0,10,3,0,0,20,202011,7,7,17,20,20,20,1403.05145557826,1388.45748539805,2020,11,0,0,0,1,0,504
Bengals,0,9,0,0,0,0,9,Washington,7,0,10,3,0,0,20,202011,7,-2,8,11,29,11,1394.08238900312,1341.84430835946,2020,11,0,0,0,0,0,398
Falcons,3,6,0,0,0,0,9,Saints,3,7,7,7,0,0,24,202011,0,1,8,15,33,15,1515.6532976733,1664.20242986275,2020,11,0,1,0,1,1,424
Eagles,0,0,7,10,0,0,17,Browns,0,7,5,10,0,0,22,202011,0,7,5,5,39,5,1459.72078297441,1482.05304024974,2020,11,0,0,0,0,0,358
Titans,7,3,3,11,6,0,30,Ravens,3,11,7,3,0,0,24,202011,4,-4,-8,6,54,-6,1558.15980458662,1642.68488406001,2020,11,0,0,0,1,0,595
Browns,7,10,3,7,0,0,27,Jaguars,3,10,6,6,0,0,25,202012,4,4,1,2,52,-2,1495.04366005076,1303.9785688752,2020,12,0,0,0,1,0,771
Seahawks,0,14,3,6,0,0,23,Eagles,0,6,3,8,0,0,17,202012,0,8,8,6,40,-6,1595.55807004435,1446.73016317339,2020,12,0,0,0,1,0,2373
Bears,3,7,0,15,0,0,25,Packers,6,21,14,0,0,0,41,202012,3,17,31,16,66,16,1487.4426910851,1621.92477975327,2020,12,0,1,0,1,1,185
Chiefs,17,3,7,0,0,0,27,Buccaneers,0,7,3,14,0,0,24,202012,17,13,17,3,51,-3,1736.99067007097,1575.11191102722,2020,12,0,0,0,0,0,1037
49ers,7,0,10,6,0,0,23,Rams,3,0,10,7,0,0,20,202012,4,4,4,3,43,-3,1525.99360762359,1602.86816542009,2020,12,0,1,0,1,1,347
Saints,0,17,7,7,0,0,31,Broncos,0,0,3,0,0,0,3,202012,0,17,21,28,34,-28,1675.64117301904,1469.54764134666,2020,12,0,0,0,0,0,1079
Dolphins,3,10,0,7,0,0,20,Jets,3,0,0,0,0,0,3,202012,0,10,10,17,23,-17,1525.31778882035,1295.39556150436,2020,12,0,0,0,1,1,1091
Ravens,7,0,0,7,0,0,14,Steelers,6,6,0,7,0,0,19,202012,-1,5,5,5,33,5,1613.33802728813,1661.73015643074,2020,12,0,0,0,1,1,196
Panthers,0,7,14,6,0,0,27,Vikings,7,3,0,18,0,0,28,202012,7,3,-11,1,55,1,1413.93275627979,1528.97141228391,2020,12,0,0,0,1,0,938
Titans,14,21,3,7,0,0,45,Colts,7,7,0,12,0,0,26,202012,7,21,24,19,71,-19,1587.5066613585,1587.05953922326,2020,12,0,0,0,1,1,251
Giants,7,3,3,6,0,0,19,Bengals,7,3,0,7,0,0,17,202012,0,0,3,2,36,-2,1382.35105713413,1370.28371515899,2020,12,0,1,0,0,0,563
Chargers,6,0,8,3,0,0,17,Bills,7,10,7,3,0,0,27,202012,1,11,10,10,44,10,1419.53655894952,1567.67518465976,2020,12,0,0,1,1,0,2193
Raiders,0,3,3,0,0,0,6,Falcons,6,10,14,13,0,0,43,202012,6,13,24,37,49,37,1528.87405966342,1504.21455451701,2020,12,0,0,0,0,0,1741
Washington,7,10,3,21,0,0,41,Cowboys,3,10,3,0,0,0,16,202012,4,4,4,25,57,-25,1365.64298220359,1406.37068576464,2020,12,0,0,0,1,1,1181
Texans,13,10,3,15,0,0,41,Lions,7,7,3,8,0,0,25,202012,6,9,9,16,66,-16,1466.03899910247,1377.57618469652,2020,12,0,0,0,0,0,1105
Cardinals,10,0,0,7,0,0,17,Patriots,0,7,10,3,0,0,20,202012,-10,-3,7,3,37,3,1511.6274430756,1509.52948809109,2020,12,0,0,0,0,0,2296
Bills,0,17,10,7,0,0,34,49ers,7,0,10,7,0,0,24,202013,-7,10,10,10,58,-10,1577.58785684161,1546.54798548211,2020,13,0,0,0,0,0,2294
Washington,0,3,7,13,0,0,23,Steelers,0,14,0,3,0,0,17,202013,0,-11,-4,6,40,-6,1409.9739634173,1673.3977827343,2020,13,0,0,0,0,0,190
Broncos,3,7,6,0,0,0,16,Chiefs,3,6,10,3,0,0,22,202013,0,-1,3,6,38,6,1450.09179751675,1746.65946740744,2020,13,0,0,0,1,1,556
Patriots,7,21,7,10,0,0,45,Chargers,0,0,0,0,0,0,0,202013,7,28,35,45,45,-45,1520.59332450679,1409.62388676767,2020,13,0,0,0,1,0,2594
Eagles,3,0,0,13,0,0,16,Packers,0,14,6,10,0,0,30,202013,-3,11,17,14,46,14,1432.42222886895,1634.43505157155,2020,13,0,0,0,1,0,728
Giants,0,0,14,3,0,0,17,Seahawks,3,2,0,7,0,0,12,202013,-3,-5,9,5,29,-5,1395.30990544478,1609.86600434879,2020,13,0,0,0,1,0,2401
Rams,0,14,3,21,0,0,38,Cardinals,7,0,7,14,0,0,28,202013,-7,7,3,10,66,-10,1582.31378756157,1500.5636066599,2020,13,0,0,0,1,1,356
Cowboys,3,7,0,7,0,0,17,Ravens,7,10,7,10,0,0,34,202013,4,7,14,17,51,17,1362.03970455093,1601.67040098457,2020,13,0,0,0,0,0,1210
Raiders,7,10,7,7,0,0,31,Jets,7,6,0,15,0,0,28,202013,0,4,11,3,59,-3,1497.28218227971,1280.39138715294,2020,13,0,0,0,1,0,2227
Jaguars,9,0,7,8,0,0,24,Vikings,0,6,13,5,3,0,27,202013,-9,-3,3,3,51,3,1297.20088552531,1532.3268046627,2020,13,0,0,0,0,0,1192
Bengals,7,0,0,0,0,0,7,Dolphins,0,6,10,3,0,0,19,202013,-7,-1,9,12,26,12,1357.32486684834,1540.32196317177,2020,13,0,0,0,1,0,957
Browns,10,28,3,0,0,0,41,Titans,0,7,14,14,0,0,35,202013,10,31,20,6,76,-6,1501.82134340065,1624.03875510107,2020,13,0,0,0,1,0,458
Lions,6,7,7,14,0,0,34,Bears,9,14,0,7,0,0,30,202013,-3,-10,-3,4,64,-4,1351.43326887422,1474.93241926682,2020,13,0,0,0,1,1,238
Saints,7,7,7,0,0,0,21,Falcons,3,6,0,7,0,0,16,202013,4,5,12,5,37,-5,1695.09701684895,1535.80643190072,2020,13,0,0,0,1,1,424
Colts,14,10,0,2,0,0,26,Texans,10,10,0,0,0,0,20,202013,4,4,4,6,46,-6,1550.52744548069,1492.18191492477,2020,13,0,0,0,1,1,865
Ravens,7,14,13,13,0,0,47,Browns,7,7,6,22,0,0,42,202014,0,7,14,5,89,-5,1609.16472186214,1533.55737167105,2020,14,0,0,0,1,1,307
Steelers,0,7,0,8,0,0,15,Bills,0,9,14,3,0,0,26,202014,0,2,16,11,41,11,1633.65141792392,1604.31578245364,2020,14,0,0,0,1,0,178
Washington,0,13,10,0,0,0,23,49ers,7,0,0,8,0,0,15,202014,-7,6,16,8,38,-8,1449.72032822768,1519.82005987008,2020,14,0,0,0,1,0,2435
Falcons,7,10,0,0,0,0,17,Chargers,7,3,7,3,0,0,20,202014,0,-7,0,3,37,3,1523.17682504454,1377.05436607889,2020,14,0,0,0,0,0,1932
Saints,0,0,14,7,0,0,21,Eagles,0,17,0,7,0,0,24,202014,0,17,3,3,45,3,1707.72662370513,1423.87501780442,2020,14,0,0,0,1,0,1088
Packers,7,7,7,10,0,0,31,Lions,7,7,0,10,0,0,24,202014,0,0,7,7,55,-7,1642.98226263608,1377.74758809772,2020,14,0,0,0,1,1,291
Jets,3,0,0,0,0,0,3,Seahawks,7,16,14,3,0,0,40,202014,4,20,34,37,43,37,1272.75735765017,1575.65733198366,2020,14,0,0,0,0,0,2401
Colts,10,10,7,17,0,0,44,Raiders,7,7,6,7,0,0,27,202014,3,6,7,17,71,-17,1570.41937185275,1504.91621178248,2020,14,0,0,0,1,0,1590
Titans,7,10,14,0,0,0,31,Jaguars,0,3,7,0,0,0,10,202014,7,14,21,21,41,-21,1592.30272683067,1293.5196202553,2020,14,0,0,0,1,1,500
Vikings,0,6,8,0,0,0,14,Buccaneers,0,17,6,3,0,0,26,202014,0,11,9,12,40,12,1536.00806993271,1565.44311369075,2020,14,0,0,1,1,0,1318
Cardinals,3,10,7,6,0,0,26,Giants,0,0,7,0,0,0,7,202014,3,13,13,19,33,-19,1477.91226682583,1429.51857780991,2020,14,0,0,0,1,0,2139
Chiefs,0,14,16,3,0,0,33,Dolphins,7,3,0,17,0,0,27,202014,-7,4,20,6,60,-6,1750.36704273151,1549.24156812413,2020,14,0,0,0,1,0,1242
Cowboys,10,7,3,10,0,0,30,Bengals,0,7,0,0,0,0,7,202014,10,10,13,23,37,-23,1354.54538367336,1348.40526189598,2020,14,0,0,0,0,0,817
Texans,0,7,0,0,0,0,7,Bears,7,23,3,3,0,0,36,202014,7,23,26,29,43,29,1472.28998855271,1448.61810004332,2020,14,0,0,0,0,0,939
Patriots,0,3,0,0,0,0,3,Rams,10,7,7,0,0,0,24,202014,10,14,21,21,27,21,1553.16284519557,1604.96512739564,2020,14,0,0,0,0,0,2594
Broncos,6,7,12,7,0,0,32,Panthers,0,7,3,17,0,0,27,202014,6,6,15,5,59,-5,1446.38422219268,1410.577363901,2020,14,0,0,1,0,0,1355
Seahawks,3,10,7,0,0,0,20,Washington,0,3,0,12,0,0,15,202015,3,10,17,5,35,-5,1582.35009213886,1481.80036923107,2020,15,0,0,0,1,0,2322
Browns,0,13,0,7,0,0,20,Giants,3,0,0,3,0,0,6,202015,-3,10,10,14,26,-14,1516.26999006013,1397.89175062986,2020,15,0,0,0,0,0,403
Chiefs,7,7,7,11,0,0,32,Saints,0,9,6,14,0,0,29,202015,7,5,6,3,61,-3,1761.85858050146,1683.74243620582,2020,15,0,0,0,0,0,681
Eagles,0,20,6,0,0,0,26,Cardinals,16,10,0,7,0,0,33,202015,16,6,0,7,59,7,1447.85920530373,1509.53909400588,2020,15,0,0,0,1,0,2078
Jets,7,6,10,0,0,0,23,Rams,0,3,7,10,0,0,20,202015,7,10,13,3,43,-3,1266.06459749497,1624.80517590121,2020,15,0,0,0,0,0,2445
Steelers,0,0,10,7,0,0,17,Bengals,3,14,0,10,0,0,27,202015,3,17,7,10,44,10,1611.70004905417,1310.27137891702,2020,15,0,0,0,1,1,252
Bears,10,10,7,6,0,0,33,Vikings,7,3,10,7,0,0,27,202015,3,10,7,6,60,-6,1478.05036082739,1517.93911110311,2020,15,0,0,0,1,1,355
Jaguars,0,0,7,7,0,0,14,Ravens,9,17,7,7,0,0,40,202015,9,26,26,26,54,26,1281.97631946658,1626.45210347306,2020,15,0,0,0,1,0,681
Texans,0,10,3,7,0,0,20,Colts,14,0,3,10,0,0,27,202015,14,4,4,7,47,7,1442.85772776864,1599.27463131537,2020,15,0,0,0,1,1,865
Lions,7,8,3,7,0,0,25,Titans,14,10,0,22,0,0,46,202015,7,9,6,21,71,21,1368.59868909522,1603.84602761939,2020,15,0,0,0,0,0,470
49ers,7,7,10,9,0,0,33,Cowboys,14,3,7,17,0,0,41,202015,7,3,0,8,74,8,1487.74001886669,1392.67926665232,2020,15,0,0,0,1,0,1480
